filename,class,bbox
img088232.jpg,0,"[262, 461, 515, 827]"
img082695.jpg,0,"[509, 306, 760, 880]"
img080417.jpg,0,"[444, 0, 994, 1024]"
img089465.jpg,0,"[77, 672, 590, 739]"
img088986.jpg,0,"[361, 242, 558, 627]"
img084849.jpg,0,"[161, 328, 665, 590]"
img082472.jpg,0,"[196, 506, 1024, 968]"
img080572.jpg,0,"[323, 397, 689, 645]"
img084726.jpg,0,"[344, 123, 627, 791]"
img089676.jpg,0,"[601, 273, 775, 511]"
img082543.jpg,0,"[399, 471, 1024, 895]"
img086836.jpg,0,"[398, 258, 612, 510]"
img083985.jpg,0,"[110, 351, 616, 832]"
img080947.jpg,0,"[0, 182, 1024, 974]"
img084116.jpg,0,"[371, 327, 761, 917]"
img087263.jpg,0,"[476, 597, 857, 653]"
img088349.jpg,0,"[341, 565, 614, 651]"
img085972.jpg,0,"[278, 307, 736, 519]"
img085476.jpg,0,"[360, 404, 541, 666]"
img086816.jpg,0,"[502, 307, 675, 673]"
img087736.jpg,0,"[471, 552, 567, 805]"
img089563.jpg,0,"[415, 540, 457, 806]"
img082048.jpg,0,"[0, 435, 799, 732]"
img086184.jpg,0,"[198, 307, 706, 523]"
img087533.jpg,0,"[355, 553, 474, 711]"
img088627.jpg,0,"[367, 414, 444, 534]"
img088421.jpg,0,"[580, 194, 788, 477]"
img085740.jpg,0,"[419, 256, 623, 702]"
img086733.jpg,0,"[188, 191, 690, 389]"
img086908.jpg,0,"[477, 248, 564, 560]"
img083452.jpg,0,"[406, 217, 523, 547]"
img089644.jpg,0,"[296, 279, 567, 619]"
img087818.jpg,0,"[534, 358, 818, 460]"
img082039.jpg,0,"[191, 159, 827, 714]"
img082504.jpg,0,"[272, 206, 989, 738]"
img089930.jpg,0,"[162, 664, 738, 838]"
img080910.jpg,0,"[310, 0, 506, 1024]"
img085017.jpg,0,"[361, 417, 972, 845]"
img083436.jpg,0,"[194, 418, 930, 533]"
img089154.jpg,0,"[450, 363, 601, 401]"
img084638.jpg,0,"[116, 135, 428, 1024]"
img087769.jpg,0,"[514, 240, 555, 484]"
img084930.jpg,0,"[387, 313, 565, 936]"
img080765.jpg,0,"[0, 496, 1024, 753]"
img085325.jpg,0,"[399, 597, 567, 807]"
img081521.jpg,0,"[470, 384, 574, 813]"
img088874.jpg,0,"[343, 245, 388, 462]"
img085594.jpg,0,"[497, 425, 626, 507]"
img083177.jpg,0,"[308, 489, 962, 905]"
img081055.jpg,0,"[252, 115, 597, 1024]"
img080450.jpg,0,"[0, 0, 754, 1024]"
img085862.jpg,0,"[299, 436, 644, 844]"
img087165.jpg,0,"[368, 450, 495, 854]"
img080366.jpg,0,"[0, 0, 860, 1024]"
img083018.jpg,0,"[0, 165, 1024, 377]"
img089258.jpg,0,"[277, 626, 368, 768]"
img089722.jpg,0,"[192, 563, 421, 1024]"
img089485.jpg,0,"[602, 261, 643, 553]"
img084264.jpg,0,"[297, 169, 757, 849]"
img081985.jpg,0,"[148, 70, 944, 1024]"
img082824.jpg,0,"[224, 185, 597, 581]"
img087995.jpg,0,"[552, 390, 728, 520]"
img080458.jpg,0,"[0, 0, 776, 899]"
img088761.jpg,0,"[615, 402, 677, 695]"
img082361.jpg,0,"[411, 334, 1024, 631]"
img086170.jpg,0,"[388, 187, 476, 491]"
img089046.jpg,0,"[542, 518, 751, 850]"
img088444.jpg,0,"[498, 314, 748, 497]"
img082927.jpg,0,"[70, 0, 870, 752]"
img086053.jpg,0,"[388, 356, 632, 467]"
img085487.jpg,0,"[175, 274, 608, 394]"
img081038.jpg,0,"[384, 250, 810, 517]"
img083863.jpg,0,"[365, 284, 908, 574]"
img090000.jpg,0,"[302, 620, 616, 705]"
img082616.jpg,0,"[258, 0, 901, 675]"
img084198.jpg,0,"[220, 415, 621, 828]"
img088651.jpg,0,"[429, 565, 566, 733]"
img086525.jpg,0,"[469, 327, 679, 382]"
img085470.jpg,0,"[341, 403, 699, 609]"
img084023.jpg,0,"[249, 472, 667, 594]"
img087253.jpg,0,"[346, 557, 532, 760]"
img081269.jpg,0,"[283, 372, 636, 559]"
img089822.jpg,0,"[439, 316, 786, 572]"
img080269.jpg,0,"[0, 280, 1024, 614]"
img083855.jpg,0,"[375, 285, 688, 889]"
img082042.jpg,0,"[127, 137, 959, 647]"
img085547.jpg,0,"[285, 273, 501, 686]"
img081007.jpg,0,"[0, 488, 1024, 720]"
img082269.jpg,0,"[0, 107, 824, 704]"
img086103.jpg,0,"[297, 360, 420, 722]"
img087857.jpg,0,"[278, 345, 540, 456]"
img080424.jpg,0,"[527, 0, 1024, 1024]"
img086029.jpg,0,"[304, 441, 727, 571]"
img088732.jpg,0,"[630, 255, 692, 656]"
img083794.jpg,0,"[338, 468, 755, 661]"
img083206.jpg,0,"[419, 46, 568, 848]"
img080588.jpg,0,"[282, 0, 572, 1024]"
img088780.jpg,0,"[474, 241, 793, 415]"
img084257.jpg,0,"[573, 98, 731, 912]"
img085860.jpg,0,"[314, 237, 542, 396]"
img088878.jpg,0,"[311, 467, 477, 671]"
img081003.jpg,0,"[404, 0, 824, 1024]"
img083269.jpg,0,"[501, 325, 735, 649]"
img085643.jpg,0,"[382, 440, 735, 706]"
img083901.jpg,0,"[424, 202, 713, 670]"
img089531.jpg,0,"[591, 358, 688, 614]"
img083562.jpg,0,"[545, 150, 670, 807]"
img081627.jpg,0,"[0, 110, 679, 1024]"
img080831.jpg,0,"[0, 0, 633, 1024]"
img081095.jpg,0,"[0, 391, 1024, 634]"
img089848.jpg,0,"[381, 495, 492, 567]"
img081689.jpg,0,"[0, 359, 1024, 585]"
img082959.jpg,0,"[0, 231, 879, 387]"
img087921.jpg,0,"[325, 532, 455, 770]"
img088244.jpg,0,"[314, 157, 607, 516]"
img083699.jpg,0,"[54, 493, 862, 865]"
img088496.jpg,0,"[442, 474, 496, 639]"
img086894.jpg,0,"[616, 223, 714, 657]"
